date,temp max,temp min
1966-02-07,29.05999947,23.70000076
1966-03-07,29.75,23.29999924
1966-04-07,30.56999969,23.71999931
1966-05-07,30.94000053,23.85000038
1966-06-07,31.52000046,23.39999962
1966-07-07,31.44000053,23.23999977
1966-08-07,32.40000153,23.23999977
1966-09-07,32.0,24.45999908
1966-10-07,31.26000023,23.37999916
1966-11-07,31.55999947,23.11000061
1966-12-07,32.04999924,23.57999992
1966-01-08,26.06999969,22.92000008
1966-02-08,27.97999954,23.14999962
1966-03-08,27.39999962,23.18000031
1966-04-08,27.21999931,22.72999954
1966-05-08,26.73999977,22.37999916
1966-06-08,27.04999924,22.76000023
1966-07-08,27.76000023,22.96999931
1966-08-08,26.52000046,22.75
1966-09-08,26.68000031,22.98999977
1966-10-08,27.82999992,23.20999908
1966-11-08,28.29000092,23.02000046
1966-12-08,28.17000008,22.70000076
1966-01-09,28.92000008,22.29000092
1966-02-09,28.70000076,22.37999916
1966-03-09,28.0,21.81999969
1966-04-09,27.03000069,21.30999947
1966-05-09,25.97999954,21.47999954
1966-06-09,25.97999954,22.03000069
1966-07-09,25.86000061,22.27000046
1966-08-09,27.57999992,21.84000015
1966-09-09,28.60000038,21.97999954
1966-10-09,28.54999924,21.54999924
1966-11-09,28.87000084,20.59000015
1966-12-09,28.81999969,20.65999985
1966-01-10,31.80999947,22.20999908
1966-02-10,32.54000092,22.04999924
1966-03-10,32.70000076,22.23999977
1966-04-10,32.88000107,22.04000092
1966-05-10,32.25,22.27000046
1966-06-10,32.84999847,21.81999969
1966-07-10,32.45999908,22.11000061
1966-08-10,33.5,21.90999985
1966-09-10,33.22999954,21.76000023
1966-10-10,33.84000015,21.82999992
1966-11-10,33.38999939,22.89999962
1966-12-10,32.81000137,22.15999985
1966-01-11,32.70999908,19.72999954
1966-02-11,33.77000046,19.67000008
1966-03-11,33.54000092,18.40999985
1966-04-11,32.43000031,19.23999977
1966-05-11,31.86000061,21.0
1966-06-11,31.84000015,22.73999977
1966-07-11,32.61000061,22.48999977
1966-08-11,30.77000046,21.85000038
1966-09-11,31.79000092,21.63999939
1966-10-11,33.27000046,21.36000061
1966-11-11,31.90999985,19.84000015
1966-12-11,32.0,20.93000031
1966-01-12,29.73999977,20.12999916
1966-02-12,30.21999931,20.55999947
1966-03-12,29.87000084,20.94000053
1966-04-12,29.5,20.76000023
1966-05-12,29.56999969,20.85000038
1966-06-12,29.87999916,20.22999954
1966-07-12,30.75,19.95999908
1966-08-12,30.12000084,19.97999954
1966-09-12,30.54000092,20.5
1966-10-12,27.46999931,18.14999962
1966-11-12,29.82999992,18.14999962
1966-12-12,29.79000092,16.35000038
1967-01-01,28.44000053,15.89000034
1967-02-01,28.75,15.10000038
1967-03-01,26.63999939,15.59000015
1967-04-01,28.06999969,15.14999962
1967-05-01,28.86000061,15.78999996
1967-06-01,28.43000031,15.15999985
1967-07-01,27.62999916,14.26000023
1967-08-01,27.40999985,14.60000038
1967-09-01,27.59000015,14.98999977
1967-10-01,28.94000053,17.70999908
1967-11-01,30.26000023,18.12000084
1967-12-01,29.45000076,17.32999992
1967-01-02,30.13999939,14.28999996
1967-02-02,31.34000015,15.23999977
